"801","Cueva de la Cocina","","1941","10","Principal","Trapezi","No","0.31","1.06","Abrupte","Abrupte","Directa","Directa"
"802","Cueva de la Cocina","","1941","10","Principal","Trapezi","No","0.27","0.96","Abrupte","Abrupte","Directa","Directa"
"803","Cueva de la Cocina","","1941","10","Principal","Trapezi","No","0.27","1.25","Abrupte","Abrupte","Directa","Directa"
"804","Cueva de la Cocina","","1941","10","Principal","Trapezi","No","0.25","0.76","Abrupte","Abrupte","Directa","Directa"
"806","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.26","1.43","Abrupte","Abrupte","Directa","Directa"
"807","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.17","1.06","Abrupte","Abrupte","Directa","Directa"
"808","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.24","1.06","Abrupte","Abrupte","Directa","Directa"
"809","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.19","0.88","Abrupte","Abrupte","Directa","Directa"
"810","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.25","1.05","Abrupte","Abrupte","Directa","Directa"
"811","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.23","0.9","Abrupte","Abrupte","Directa","Directa"
"812","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.2","0.88","Abrupte","Abrupte","Directa","Directa"
"813","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.23","1.15","Abrupte","Abrupte","Directa","Directa"
"814","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.24","1.02","Abrupte","Abrupte","Directa","Directa"
"815","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.23","1.28","Abrupte","Abrupte","Directa","Directa"
"816","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.22","0.84","Abrupte","Abrupte","Directa","Directa"
"817","Cueva de la Cocina","","1941","11","Principal","Trapezi","No","0.18","1.14","Abrupte","Abrupte","Directa","Directa"
"819","Cueva de la Cocina","","1941","11","Principal","Triangle","No","0.21","1.26","Abrupte","Abrupte","Directa","Directa"
"821","Cueva de la Cocina","","1941","12","Principal","Trapezi","No","0.16","1.09","Abrupte","Abrupte","Directa","Directa"
"822","Cueva de la Cocina","","1941","12","Principal","Trapezi","No","0.22","0.73","Abrupte","Abrupte","Directa","Directa"
"823","Cueva de la Cocina","","1941","12","Principal","Trapezi","No","0.38","0.84","Abrupte","Abrupte","Directa","Directa"
"824","Cueva de la Cocina","","1941","12","Principal","Trapezi","No","0.2","0.75","Abrupte","Abrupte","Directa","Directa"
"825","Cueva de la Cocina","","1941","12","Principal","Trapezi","No","0.14","0.84","Abrupte","Abrupte","Directa","Directa"
"826","Cueva de la Cocina","","1941","12","Principal","Trapezi","No","0.25","1.02","Abrupte","Abrupte","Directa","Directa"
"827","Cueva de la Cocina","","1941","13","Principal","Trapezi","No","0.2","0.61","Abrupte","Abrupte","Directa","Directa"
"854","Cueva de la Cocina","","1945","6","EI","Trapezi","No","0.2","0.78","Abrupte","Abrupte","Directa","Directa"
"856","Cueva de la Cocina","","1945","6","EI","Triangle","No","0.21","0.71","Abrupte","Abrupte","Directa","Directa"
"863","Cueva de la Cocina","","1945","6","EI","Trapezi","No","0.28","1.15","Abrupte","Abrupte","Directa","Directa"
"864","Cueva de la Cocina","","1945","6","EI","Trapezi","No","0.15","0.57","Abrupte","Abrupte","Directa","Directa"
"868","Cueva de la Cocina","","1945","6","EI","Segment","No","0.22","0.61","Abrupte","Abrupte","Directa","Directa"
"869","Cueva de la Cocina","","1945","7","EI","Triangle","No","0.2","0.84","Abrupte","Abrupte","Directa","Directa"
"871","Cueva de la Cocina","","1945","Hasta 7","EI (Restos del talud interior)","Triangle","No","0.16","0.71","Abrupte","Abrupte","Directa","Directa"
"879","Cueva de la Cocina","","1945","10","EI (Restos del talud interior)","Trapezi","No","0.23","0.81","Abrupte","Abrupte","Directa","Directa"
"880","Cueva de la Cocina","","1945","10","EI (Restos del talud interior)","Trapezi","No","0.21","0.68","Abrupte","Abrupte","Directa","Directa"
"881","Cueva de la Cocina","","1945","10","EI (Restos del talud interior)","Triangle","No","0.19","0.77","Abrupte","Abrupte","Directa","Directa"
"960","Cueva de la Cocina","","1942","5","C","Trapezi","No","0.25","0.78","Abrupte","Abrupte","Directa","Directa"
"1017","Cueva de la Cocina","","1945","9","EI","Trapezi","No","0.21","0.9","Abrupte","Abrupte","Directa","Directa"
"1037","Cueva de la Cocina","","1945","9","EI","Trapezi","No","0.16","0.87","Abrupte","Abrupte","Directa","Directa"
"1041","Cueva de la Cocina","","1945","7","EI","Triangle","No","0.26","0.7","Abrupte","Abrupte","Directa","Directa"
"1042","Cueva de la Cocina","","1945","9","EI","Triangle","No","0.16","0.64","Abrupte","Abrupte","Directa","Directa"
"1043","Cueva de la Cocina","","1945","8","EI","Triangle","No","0.19","0.76","Abrupte","Abrupte","Directa","Directa"
"1045","Cueva de la Cocina","","1945","9","EI","Triangle","No","0.14","0.5","Abrupte","Abrupte","Directa","Directa"
"1047","Cueva de la Cocina","","1945","9","EI","Trapezi","No","0.12","0.33","Abrupte","Abrupte","Directa","Directa"
"1063","Cueva de la Cocina","","1945","8","EI","Trapezi","No","0.19","0.69","Abrupte","Abrupte","Directa","Directa"
"1071","Cueva de la Cocina","","1945","6","EI","Trapezi","No","0.15","0.99","Abrupte","Abrupte","Directa","Directa"
"1084","Cueva de la Cocina","","1942","4","D","Trapezi","No","0.3","1","Abrupte","Semiabrupte","Directa","Directa"
"1112","Cueva de la Cocina","","1943","1","B","Triangle","No","0.27","0.93","Abrupte","Abrupte","Directa","Directa"
"1113","Cueva de la Cocina","","1943","1","B","Triangle","No","0.21","0.77","Abrupte","Abrupte","Directa","Directa"
"1114","Cueva de la Cocina","","1943","1","B","Triangle","No","0.23","0.65","Abrupte","Abrupte","Directa","Directa"
"1115","Cueva de la Cocina","","1943","1","B","Triangle","No","0.3","0.68","Abrupte","Abrupte","Directa","Directa"
"1116","Cueva de la Cocina","","1943","1","B","Triangle","No","0.27","1.12","Abrupte","Abrupte","Directa","Directa"
"1117","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.21","0.81","Abrupte","Abrupte","Directa","Directa"
"1118","Cueva de la Cocina","","1943","1","B","Triangle","No","0.13","0.64","Abrupte","Abrupte","Directa","Directa"
"1121","Cueva de la Cocina","","1943","1","B","Triangle","No","0.16","0.58","Abrupte","Abrupte","Directa","Directa"
"1130","Cueva de la Cocina","","1943","1","B","Triangle","No","0.34","0.56","Abrupte","Abrupte","Directa","Directa"
"1134","Cueva de la Cocina","","1943","1","B","Triangle","No","0.19","0.58","Abrupte","Abrupte","Directa","Directa"
"1135","Cueva de la Cocina","","1943","1","B","Triangle","No","0.27","0.84","Abrupte","Abrupte","Directa","Directa"
"1136","Cueva de la Cocina","","1943","1","B","Triangle","No","0.2","0.91","Abrupte","Abrupte","Directa","Directa"
"1139","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.19","0.98","Abrupte","Abrupte","Directa","Directa"
"1140","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.13","0.63","Abrupte","Abrupte","Directa","Directa"
"1141","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.21","0.99","Abrupte","Abrupte","Directa","Directa"
"1143","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.35","0.89","Abrupte","Abrupte","Directa","Directa"
"1144","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.18","0.66","Abrupte","Abrupte","Directa","Directa"
"1147","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.26","0.83","Abrupte","Abrupte","Directa","Directa"
"1148","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.25","0.76","Abrupte","Abrupte","Directa","Directa"
"1149","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.15","0.56","Abrupte","Abrupte","Directa","Directa"
"1150","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.22","0.7","Abrupte","Abrupte","Directa","Directa"
"1152","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.2","0.9","Abrupte","Abrupte","Directa","Directa"
"1153","Cueva de la Cocina","","1943","1","B","Trapezi","Si","0.23","0.98","Abrupte","Abrupte","Directa","Directa"
"1155","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.3","0.87","Abrupte","Abrupte","Directa","Directa"
"1156","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.25","0.85","Abrupte","Abrupte","Directa","Directa"
"1157","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.23","0.74","Abrupte","Abrupte","Directa","Directa"
"1158","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.26","0.53","Abrupte","Abrupte","Directa","Directa"
"1159","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.12","0.42","Abrupte","Abrupte","Directa","Directa"
"1162","Cueva de la Cocina","","1943","1","B","Trapezi","No","0.2","0.74","Abrupte","Abrupte","Directa","Directa"
